time,gFx,gFy,gFz,TgF
15:59:44:807,0.9846,0.0342,0.1870,1.003
15:59:44:808,0.9888,0.0349,0.2296,1.016
15:59:44:808,0.9753,0.0471,0.2354,1.004
15:59:44:809,0.9756,0.0620,0.2330,1.005
15:59:44:809,0.9822,0.0681,0.2298,1.011
15:59:44:813,0.9861,0.0642,0.2154,1.011
15:59:44:817,0.9878,0.0610,0.1900,1.008
15:59:44:822,0.9873,0.0637,0.1726,1.004
15:59:44:828,0.9846,0.0689,0.1799,1.003
15:59:44:833,0.9819,0.0701,0.2012,1.005
15:59:44:837,0.9797,0.0676,0.2149,1.005
15:59:44:842,0.9768,0.0667,0.2142,1.002
15:59:44:847,0.9746,0.0664,0.2061,0.998
15:59:44:853,0.9722,0.0657,0.1985,0.994
15:59:44:857,0.9668,0.0647,0.1944,0.988
15:59:44:862,0.9624,0.0630,0.1958,0.984
15:59:44:867,0.9643,0.0608,0.1988,0.986
15:59:44:873,0.9670,0.0579,0.1975,0.989
15:59:44:877,0.9668,0.0554,0.1912,0.987
15:59:44:883,0.9636,0.0557,0.1834,0.982
15:59:44:888,0.9626,0.0562,0.1753,0.980
15:59:44:894,0.9631,0.0554,0.1699,0.980
15:59:44:897,0.9631,0.0525,0.1694,0.979
15:59:44:902,0.9629,0.0520,0.1782,0.981
15:59:44:907,0.9609,0.0544,0.1936,0.982
15:59:44:914,0.9594,0.0571,0.2029,0.982
15:59:44:917,0.9577,0.0588,0.2012,0.980
15:59:44:923,0.9582,0.0591,0.1875,0.978
15:59:44:928,0.9592,0.0601,0.1721,0.976
15:59:44:933,0.9602,0.0618,0.1653,0.976
15:59:44:938,0.9614,0.0628,0.1645,0.977
15:59:44:943,0.9636,0.0628,0.1638,0.979
15:59:44:948,0.9646,0.0652,0.1670,0.981
15:59:44:953,0.9658,0.0672,0.1748,0.984
15:59:44:959,0.9678,0.0662,0.1816,0.987
15:59:44:964,0.9670,0.0647,0.1860,0.987
15:59:44:968,0.9678,0.0637,0.1856,0.987
15:59:44:973,0.9697,0.0650,0.1858,0.989
15:59:44:978,0.9704,0.0664,0.1917,0.991
15:59:44:983,0.9712,0.0676,0.1963,0.993
15:59:44:988,0.9709,0.0662,0.1970,0.993
15:59:44:994,0.9746,0.0647,0.1926,0.996
15:59:44:998,0.9812,0.0632,0.1882,1.001
15:59:45:003,0.9824,0.0615,0.1856,1.002
15:59:45:009,0.9824,0.0613,0.1856,1.002
15:59:45:014,0.9822,0.0623,0.1868,1.002
15:59:45:018,0.9810,0.0610,0.1890,1.001
15:59:45:023,0.9775,0.0615,0.1919,0.998
15:59:45:030,0.9719,0.0630,0.1936,0.993
15:59:45:034,0.9685,0.0632,0.1931,0.990
15:59:45:038,0.9692,0.0623,0.1919,0.990
15:59:45:043,0.9678,0.0615,0.1904,0.988
15:59:45:048,0.9634,0.0610,0.1887,0.984
15:59:45:053,0.9607,0.0613,0.1885,0.981
15:59:45:058,0.9597,0.0608,0.1892,0.980
15:59:45:063,0.9585,0.0601,0.1909,0.979
15:59:45:068,0.9590,0.0603,0.1914,0.980
15:59:45:074,0.9616,0.0588,0.1919,0.982
15:59:45:080,0.9638,0.0571,0.1956,0.985
15:59:45:084,0.9631,0.0559,0.2005,0.985
15:59:45:088,0.9607,0.0566,0.2041,0.984
15:59:45:094,0.9599,0.0562,0.2066,0.984
15:59:45:098,0.9590,0.0547,0.2061,0.982
15:59:45:103,0.9597,0.0530,0.2039,0.983
15:59:45:109,0.9631,0.0525,0.2029,0.986
15:59:45:115,0.9641,0.0540,0.2041,0.987
15:59:45:118,0.9653,0.0542,0.2051,0.988
15:59:45:123,0.9685,0.0530,0.2044,0.991
15:59:45:128,0.9690,0.0527,0.2071,0.992
15:59:45:134,0.9665,0.0525,0.2134,0.991
15:59:45:138,0.9658,0.0522,0.2176,0.991
15:59:45:144,0.9651,0.0525,0.2178,0.991
15:59:45:149,0.9656,0.0518,0.2151,0.991
15:59:45:154,0.9687,0.0505,0.2102,0.993
15:59:45:159,0.9670,0.0530,0.2061,0.990
15:59:45:165,0.9663,0.0554,0.2041,0.989
15:59:45:169,0.9668,0.0559,0.2041,0.990
15:59:45:178,0.9673,0.0537,0.2034,0.990
15:59:45:180,0.9695,0.0513,0.1985,0.991
15:59:45:184,0.9707,0.0491,0.1951,0.991
15:59:45:189,0.9709,0.0471,0.1966,0.992
15:59:45:196,0.9717,0.0474,0.2022,0.994
15:59:45:199,0.9739,0.0469,0.2058,0.996
15:59:45:204,0.9758,0.0469,0.2068,0.999
15:59:45:209,0.9763,0.0469,0.2041,0.999
15:59:45:216,0.9726,0.0481,0.2019,0.995
15:59:45:219,0.9668,0.0522,0.2083,0.990
15:59:45:225,0.9648,0.0549,0.2146,0.990
15:59:45:230,0.9680,0.0540,0.2124,0.993
15:59:45:234,0.9704,0.0518,0.2046,0.993
15:59:45:240,0.9709,0.0513,0.1973,0.992
15:59:45:247,0.9707,0.0532,0.1934,0.991
15:59:45:249,0.9673,0.0559,0.1944,0.988
15:59:45:255,0.9619,0.0586,0.2049,0.985
15:59:45:259,0.9602,0.0596,0.2171,0.986
15:59:45:264,0.9619,0.0588,0.2210,0.989
15:59:45:269,0.9636,0.0588,0.2193,0.990
15:59:45:275,0.9621,0.0596,0.2142,0.987
15:59:45:280,0.9604,0.0613,0.2078,0.985
15:59:45:285,0.9594,0.0628,0.2012,0.982
15:59:45:289,0.9543,0.0650,0.1997,0.977
15:59:45:296,0.9477,0.0674,0.2054,0.972
15:59:45:299,0.9470,0.0679,0.2085,0.972
15:59:45:304,0.9524,0.0659,0.2056,0.977
15:59:45:309,0.9575,0.0652,0.2010,0.981
15:59:45:316,0.9612,0.0642,0.1995,0.984
15:59:45:319,0.9631,0.0640,0.1995,0.986
15:59:45:327,0.9629,0.0645,0.1995,0.985
15:59:45:331,0.9582,0.0657,0.2029,0.982
15:59:45:335,0.9546,0.0640,0.2076,0.979
15:59:45:340,0.9533,0.0623,0.2127,0.979
15:59:45:346,0.9548,0.0610,0.2156,0.981
15:59:45:353,0.9590,0.0586,0.2134,0.984
15:59:45:355,0.9643,0.0554,0.2120,0.989
15:59:45:360,0.9675,0.0547,0.2088,0.991
15:59:45:364,0.9704,0.0554,0.2063,0.994
15:59:45:370,0.9731,0.0549,0.2061,0.996
15:59:45:375,0.9736,0.0542,0.2051,0.996
15:59:45:380,0.9761,0.0552,0.2049,0.999
15:59:45:384,0.9785,0.0559,0.2049,1.001
15:59:45:389,0.9800,0.0542,0.2046,1.003
15:59:45:395,0.9810,0.0515,0.2044,1.003
15:59:45:401,0.9817,0.0508,0.2041,1.004
15:59:45:405,0.9802,0.0515,0.2019,1.002
15:59:45:411,0.9773,0.0525,0.2000,0.999
15:59:45:416,0.9734,0.0544,0.2019,0.996
15:59:45:420,0.9702,0.0571,0.2041,0.993
15:59:45:427,0.9682,0.0591,0.2036,0.991
15:59:45:430,0.9665,0.0606,0.2019,0.989
15:59:45:435,0.9634,0.0613,0.2034,0.987
15:59:45:440,0.9604,0.0618,0.2044,0.984
15:59:45:445,0.9592,0.0615,0.2034,0.982
15:59:45:450,0.9587,0.0601,0.2007,0.981
15:59:45:456,0.9607,0.0596,0.1970,0.982
15:59:45:460,0.9634,0.0603,0.1924,0.984
15:59:45:465,0.9641,0.0618,0.1936,0.985
15:59:45:470,0.9638,0.0606,0.1968,0.986
15:59:45:476,0.9631,0.0584,0.2000,0.985
15:59:45:480,0.9629,0.0574,0.2039,0.986
15:59:45:485,0.9631,0.0557,0.2061,0.986
15:59:45:490,0.9638,0.0549,0.2078,0.988
15:59:45:499,0.9665,0.0549,0.2088,0.990
15:59:45:500,0.9700,0.0542,0.2095,0.994
15:59:45:505,0.9729,0.0547,0.2102,0.997
15:59:45:516,0.9748,0.0554,0.2107,0.999
15:59:45:517,0.9744,0.0552,0.2107,0.998
15:59:45:520,0.9712,0.0552,0.2088,0.995
15:59:45:525,0.9675,0.0569,0.2044,0.990
15:59:45:531,0.9660,0.0579,0.1966,0.988
15:59:45:536,0.9695,0.0569,0.1912,0.990
15:59:45:540,0.9724,0.0579,0.1907,0.993
15:59:45:545,0.9731,0.0615,0.1929,0.994
15:59:45:550,0.9729,0.0628,0.1912,0.993
15:59:45:556,0.9775,0.0598,0.1858,0.997
15:59:45:561,0.9810,0.0579,0.1836,1.000
15:59:45:566,0.9807,0.0581,0.1851,1.000
15:59:45:570,0.9785,0.0613,0.1929,0.999
15:59:45:577,0.9744,0.0635,0.2019,0.997
15:59:45:581,0.9697,0.0640,0.2085,0.994
15:59:45:586,0.9658,0.0645,0.2115,0.991
15:59:45:592,0.9641,0.0635,0.2124,0.989
15:59:45:597,0.9646,0.0625,0.2083,0.989
15:59:45:602,0.9609,0.0625,0.2039,0.984
15:59:45:607,0.9526,0.0635,0.2032,0.976
15:59:45:611,0.9477,0.0630,0.1992,0.970
15:59:45:617,0.9516,0.0615,0.1917,0.973
15:59:45:621,0.9604,0.0606,0.1863,0.980
15:59:45:635,0.9685,0.0610,0.1860,0.988
15:59:45:637,0.9746,0.0606,0.1914,0.995
15:59:45:638,0.9783,0.0586,0.1992,1.000
15:59:45:642,0.9792,0.0562,0.2051,1.002
15:59:45:646,0.9795,0.0557,0.2071,1.003
15:59:45:651,0.9770,0.0557,0.2061,1.000
15:59:45:657,0.9726,0.0554,0.2063,0.996
15:59:45:661,0.9670,0.0542,0.2085,0.991
15:59:45:666,0.9651,0.0522,0.2100,0.989
15:59:45:671,0.9668,0.0525,0.2088,0.990
15:59:45:676,0.9680,0.0540,0.2056,0.991
15:59:45:681,0.9690,0.0557,0.1995,0.991
15:59:45:686,0.9702,0.0552,0.1902,0.990
15:59:45:692,0.9697,0.0562,0.1834,0.988
15:59:45:697,0.9673,0.0586,0.1829,0.986
15:59:45:702,0.9646,0.0618,0.1887,0.985
15:59:45:707,0.9631,0.0623,0.1970,0.985
15:59:45:711,0.9636,0.0603,0.2039,0.987
15:59:45:717,0.9641,0.0598,0.2054,0.988
15:59:45:721,0.9619,0.0601,0.2027,0.985
15:59:45:730,0.9563,0.0613,0.2005,0.979
15:59:45:736,0.9506,0.0623,0.2041,0.974
15:59:45:737,0.9494,0.0618,0.2044,0.973
15:59:45:753,0.9550,0.0598,0.1968,0.977
15:59:45:755,0.9629,0.0569,0.1885,0.983
15:59:45:755,0.9670,0.0564,0.1804,0.985
15:59:45:757,0.9687,0.0569,0.1755,0.986
15:59:45:762,0.9712,0.0569,0.1758,0.989
15:59:45:766,0.9753,0.0552,0.1812,0.994
15:59:45:771,0.9805,0.0537,0.1831,0.999
15:59:45:777,0.9846,0.0500,0.1819,1.003
15:59:45:781,0.9841,0.0498,0.1860,1.003
15:59:45:787,0.9802,0.0532,0.1939,1.001
15:59:45:792,0.9726,0.0571,0.2017,0.995
15:59:45:798,0.9641,0.0581,0.2093,0.988
15:59:45:801,0.9592,0.0593,0.2146,0.985
15:59:45:807,0.9597,0.0579,0.2134,0.985
15:59:45:811,0.9638,0.0579,0.2071,0.988
15:59:45:817,0.9678,0.0586,0.1985,0.990
15:59:45:821,0.9687,0.0606,0.1907,0.989
15:59:45:828,0.9675,0.0632,0.1853,0.987
15:59:45:832,0.9668,0.0632,0.1846,0.986
15:59:45:837,0.9685,0.0601,0.1860,0.988
15:59:45:842,0.9722,0.0559,0.1843,0.991
15:59:45:847,0.9748,0.0530,0.1772,0.992
15:59:45:851,0.9751,0.0525,0.1689,0.991
15:59:45:859,0.9719,0.0532,0.1658,0.987
