time,gFx,gFy,gFz,TgF
15:55:21:796,0.9895,0.0525,0.1056,0.997
15:55:21:797,0.9861,0.0542,0.1098,0.994
15:55:21:803,0.9824,0.0576,0.1110,0.990
15:55:21:805,0.9761,0.0608,0.1098,0.984
15:55:21:811,0.9712,0.0620,0.1103,0.979
15:55:21:815,0.9714,0.0618,0.1144,0.980
15:55:21:820,0.9744,0.0625,0.1186,0.984
15:55:21:825,0.9758,0.0637,0.1196,0.985
15:55:21:831,0.9763,0.0630,0.1169,0.985
15:55:21:835,0.9763,0.0625,0.1166,0.985
15:55:21:840,0.9724,0.0664,0.1200,0.982
15:55:21:845,0.9714,0.0691,0.1218,0.981
15:55:21:858,0.9761,0.0667,0.1205,0.986
15:55:21:859,0.9812,0.0630,0.1164,0.990
15:55:21:861,0.9824,0.0613,0.1103,0.990
15:55:21:865,0.9817,0.0606,0.1034,0.989
15:55:21:873,0.9832,0.0581,0.0993,0.990
15:55:21:876,0.9863,0.0544,0.0998,0.993
15:55:21:881,0.9856,0.0532,0.0995,0.992
15:55:21:886,0.9795,0.0554,0.0966,0.986
15:55:21:892,0.9756,0.0571,0.0995,0.982
15:55:21:896,0.9802,0.0598,0.1056,0.988
15:55:21:901,0.9858,0.0613,0.1076,0.994
15:55:21:906,0.9858,0.0620,0.1037,0.993
15:55:21:911,0.9866,0.0623,0.1005,0.994
15:55:21:917,0.9900,0.0630,0.1024,0.997
15:55:21:921,0.9902,0.0632,0.1064,0.998
15:55:21:926,0.9880,0.0654,0.1061,0.996
15:55:21:931,0.9905,0.0664,0.1044,0.998
15:55:21:937,0.9937,0.0632,0.0980,1.000
15:55:21:941,0.9920,0.0610,0.0902,0.998
15:55:21:946,0.9893,0.0635,0.0890,0.995
15:55:21:961,0.9888,0.0645,0.0917,0.995
15:55:21:962,0.9910,0.0642,0.0927,0.997
15:55:21:963,0.9907,0.0645,0.0905,0.997
15:55:21:967,0.9893,0.0637,0.0873,0.995
15:55:21:971,0.9902,0.0618,0.0836,0.996
15:55:21:978,0.9924,0.0596,0.0790,0.997
15:55:21:981,0.9951,0.0571,0.0719,0.999
15:55:21:987,0.9968,0.0557,0.0614,1.000
15:55:21:991,0.9949,0.0549,0.0545,0.998
15:55:21:996,0.9912,0.0547,0.0575,0.994
15:55:22:001,0.9910,0.0547,0.0626,0.994
15:55:22:006,0.9902,0.0554,0.0692,0.994
15:55:22:011,0.9849,0.0581,0.0721,0.989
15:55:22:017,0.9800,0.0596,0.0731,0.985
15:55:22:022,0.9773,0.0608,0.0758,0.982
15:55:22:026,0.9751,0.0628,0.0817,0.981
15:55:22:031,0.9746,0.0645,0.0905,0.981
15:55:22:037,0.9724,0.0662,0.0961,0.979
15:55:22:041,0.9685,0.0684,0.0971,0.976
15:55:22:046,0.9626,0.0703,0.0949,0.970
15:55:22:060,0.9570,0.0720,0.0956,0.964
15:55:22:061,0.9541,0.0733,0.0971,0.962
15:55:22:062,0.9531,0.0745,0.1000,0.961
15:55:22:067,0.9533,0.0762,0.1015,0.962
15:55:22:072,0.9541,0.0769,0.1000,0.962
15:55:22:079,0.9570,0.0742,0.0961,0.965
15:55:22:082,0.9614,0.0706,0.0936,0.969
15:55:22:086,0.9648,0.0662,0.0939,0.972
15:55:22:092,0.9641,0.0654,0.0956,0.971
15:55:22:096,0.9626,0.0664,0.0968,0.970
15:55:22:102,0.9602,0.0669,0.0993,0.968
15:55:22:106,0.9602,0.0679,0.1005,0.968
15:55:22:112,0.9678,0.0669,0.0980,0.975
15:55:22:117,0.9722,0.0640,0.0961,0.979
15:55:22:122,0.9707,0.0630,0.0949,0.977
15:55:22:127,0.9702,0.0640,0.0892,0.976
15:55:22:132,0.9736,0.0637,0.0844,0.979
15:55:22:137,0.9773,0.0618,0.0873,0.983
15:55:22:143,0.9810,0.0581,0.0946,0.987
